"View","Feature","Component","Probability"
"CT_sMRI","mrisdp_5","5",0.634799999999963
"CT_sMRI","mrisdp_19","2",0.634599999999963
"CT_sMRI","mrisdp_144","2",0.634199999999963
"CT_sMRI","mrisdp_24","2",0.633799999999963
"fMRI","dt_smm","2",0.633799999999963
"CT_sMRI","mrisdp_38","5",0.633399999999963
"fMRI","smm_vs","5",0.632799999999963
"fMRI","vta_rspltp","2",0.632799999999963
"fMRI","vs_smm","5",0.631999999999963
"CT_sMRI","mrisdp_88","5",0.631799999999963
"SA_sMRI","mrisdp_341","6",0.631199999999963
"CT_sMRI","mrisdp_13","4",0.631199999999963
"CT_sMRI","mrisdp_32","2",0.631199999999963
"fMRI","vs_vs","5",0.631199999999963
"CT_sMRI","mrisdp_80","5",0.630999999999963
"CT_sMRI","mrisdp_131","5",0.630999999999963
"fMRI","dla_smm","5",0.630999999999963
"SA_sMRI","mrisdp_330","2",0.630799999999963
"CT_sMRI","mrisdp_21","4",0.630799999999963
"CT_sMRI","mrisdp_83","2",0.630799999999963
"CT_sMRI","mrisdp_87","4",0.630799999999963
"fMRI","vs_smm","2",0.630799999999963
"fMRI","cgc_smm","6",0.630599999999963
"CT_sMRI","mrisdp_38","2",0.630399999999963
"CT_sMRI","mrisdp_143","1",0.630199999999963
"fMRI","fo_smh","2",0.629999999999963
"fMRI","fo_ad","6",0.629799999999963
"fMRI","rspltp_vta","2",0.628999999999963
"fMRI","smh_fo","2",0.628999999999963
"CT_sMRI","mrisdp_26","5",0.628599999999963
"CT_sMRI","mrisdp_75","2",0.628599999999963
"CT_sMRI","mrisdp_101","5",0.628399999999963
"SA_sMRI","mrisdp_366","3",0.628199999999963
"CT_sMRI","mrisdp_144","4",0.628199999999963
"fMRI","n_dt","2",0.627599999999964
"SA_sMRI","mrisdp_331","2",0.627199999999964
"CT_sMRI","mrisdp_87","5",0.627199999999964
"CT_sMRI","mrisdp_86","4",0.626999999999964
"CT_sMRI","mrisdp_15","5",0.626799999999964
"fMRI","dt_n","2",0.625999999999964
"CT_sMRI","mrisdp_94","1",0.625599999999964
"fMRI","vs_vs","2",0.625599999999964
"SA_sMRI","mrisdp_401","2",0.625399999999964
"SA_sMRI","mrisdp_405","2",0.625199999999964
"fMRI","smm_smh","4",0.625199999999964
"SA_sMRI","mrisdp_320","2",0.624999999999964
"fMRI","dla_sa","2",0.624799999999964
"SA_sMRI","mrisdp_347","6",0.624599999999964
"SA_sMRI","mrisdp_422","1",0.624599999999964
"fMRI","n_cgc","2",0.624599999999964
"SA_sMRI","mrisdp_366","1",0.624399999999964
"CT_sMRI","mrisdp_96","5",0.624399999999964
"SA_sMRI","mrisdp_310","5",0.624199999999964
"fMRI","ad_dla","3",0.623999999999964
"fMRI","dla_cgc","1",0.623999999999964
"fMRI","sa_dla","2",0.623999999999964
"CT_sMRI","mrisdp_112","2",0.623199999999964
"fMRI","cgc_n","2",0.622999999999964
"fMRI","vs_sa","2",0.622599999999964
"SA_sMRI","mrisdp_319","3",0.621999999999964
"SA_sMRI","mrisdp_333","4",0.621599999999964
"CT_sMRI","mrisdp_74","2",0.621599999999964
"CT_sMRI","mrisdp_94","2",0.621399999999964
"SA_sMRI","mrisdp_349","2",0.620799999999964
"fMRI","smm_dla","5",0.620799999999964
"SA_sMRI","mrisdp_449","6",0.620599999999964
"fMRI","sa_vs","2",0.620399999999964
"SA_sMRI","mrisdp_421","5",0.620199999999964
"SA_sMRI","mrisdp_437","2",0.620199999999964
"CT_sMRI","mrisdp_107","5",0.619799999999964
"fMRI","rspltp_dt","2",0.619599999999964
"fMRI","cgc_dla","1",0.619399999999964
"fMRI","dla_ad","3",0.619399999999964
"CT_sMRI","mrisdp_66","6",0.618999999999964
"SA_sMRI","mrisdp_429","2",0.618599999999965
"CT_sMRI","mrisdp_38","4",0.618199999999965
"CT_sMRI","mrisdp_81","2",0.618199999999965
"fMRI","n_vta","4",0.617999999999965
"SA_sMRI","mrisdp_326","4",0.617799999999965
"fMRI","dla_smh","5",0.617399999999965
"CT_sMRI","mrisdp_13","2",0.616799999999965
"fMRI","dt_rspltp","2",0.616599999999965
"fMRI","vta_n","4",0.616599999999965
"SA_sMRI","mrisdp_436","2",0.615999999999965
"fMRI","smh_smm","4",0.615799999999965
"CT_sMRI","mrisdp_44","5",0.615599999999965
"SA_sMRI","mrisdp_327","5",0.615199999999965
"fMRI","n_fo","4",0.615199999999965
"CT_sMRI","mrisdp_31","1",0.614999999999965
"CT_sMRI","mrisdp_100","3",0.614799999999965
"fMRI","vta_ca","1",0.614599999999965
"SA_sMRI","mrisdp_377","5",0.614199999999965
"fMRI","fo_n","4",0.614199999999965
"CT_sMRI","mrisdp_49","4",0.613599999999965
"SA_sMRI","mrisdp_377","1",0.613399999999965
"fMRI","sa_dt","1",0.612999999999965
"fMRI","smm_n","4",0.612999999999965
"CT_sMRI","mrisdp_104","5",0.612799999999965
"fMRI","dt_sa","1",0.612799999999965
"CT_sMRI","mrisdp_136","2",0.612599999999965
"fMRI","smm_dla","3",0.612599999999965
"SA_sMRI","mrisdp_362","6",0.611999999999965
"fMRI","ca_vta","1",0.611799999999965
"SA_sMRI","mrisdp_423","2",0.611599999999965
"CT_sMRI","mrisdp_12","4",0.611399999999965
"CT_sMRI","mrisdp_109","5",0.611399999999965
"SA_sMRI","mrisdp_422","4",0.610999999999965
"SA_sMRI","mrisdp_335","6",0.610799999999965
"SA_sMRI","mrisdp_449","3",0.610199999999965
"SA_sMRI","mrisdp_400","5",0.609999999999965
"CT_sMRI","mrisdp_99","2",0.609599999999966
"SA_sMRI","mrisdp_445","6",0.608799999999966
"SA_sMRI","mrisdp_348","4",0.608599999999966
"CT_sMRI","mrisdp_49","5",0.608399999999966
"fMRI","dla_smm","3",0.608399999999966
"SA_sMRI","mrisdp_441","2",0.607799999999966
"CT_sMRI","mrisdp_112","4",0.606999999999966
"CT_sMRI","mrisdp_25","2",0.606799999999966
"fMRI","smh_dla","5",0.606399999999966
"SA_sMRI","mrisdp_340","3",0.605999999999966
"CT_sMRI","mrisdp_75","4",0.605999999999966
"SA_sMRI","mrisdp_334","5",0.605799999999966
"fMRI","n_smm","4",0.605799999999966
"CT_sMRI","mrisdp_98","5",0.605599999999966
"SA_sMRI","mrisdp_394","2",0.605399999999966
"CT_sMRI","mrisdp_77","2",0.605399999999966
"SA_sMRI","mrisdp_391","2",0.605199999999966
"CT_sMRI","mrisdp_19","5",0.605199999999966
"CT_sMRI","mrisdp_97","3",0.604599999999966
"CT_sMRI","mrisdp_27","2",0.604199999999966
"CT_sMRI","mrisdp_40","4",0.604199999999966
"CT_sMRI","mrisdp_118","5",0.604199999999966
"SA_sMRI","mrisdp_357","2",0.603999999999966
"fMRI","sa_smh","2",0.603999999999966
"CT_sMRI","mrisdp_94","5",0.603599999999966
"fMRI","dt_dla","2",0.603599999999966
"SA_sMRI","mrisdp_371","6",0.603399999999966
"fMRI","dla_dt","2",0.602799999999966
"fMRI","smh_sa","2",0.602799999999966
"SA_sMRI","mrisdp_384","2",0.602599999999966
"SA_sMRI","mrisdp_306","6",0.602199999999966
"SA_sMRI","mrisdp_390","4",0.601799999999966
"fMRI","n_cgc","5",0.601799999999966
"fMRI","n_vs","5",0.601799999999966
"SA_sMRI","mrisdp_308","5",0.601599999999966
"CT_sMRI","mrisdp_85","5",0.601199999999966
"CT_sMRI","mrisdp_133","1",0.600799999999966
"SA_sMRI","mrisdp_420","4",0.599999999999967
"SA_sMRI","mrisdp_332","1",0.599799999999967
"CT_sMRI","mrisdp_84","3",0.599599999999967
"CT_sMRI","mrisdp_16","5",0.599199999999967
"CT_sMRI","mrisdp_83","5",0.598999999999967
"SA_sMRI","mrisdp_320","3",0.598799999999967
"SA_sMRI","mrisdp_347","2",0.598399999999967
"CT_sMRI","mrisdp_44","2",0.598399999999967
"CT_sMRI","mrisdp_93","1",0.598199999999967
"fMRI","cgc_n","5",0.597799999999967
"fMRI","vs_n","5",0.597799999999967
"fMRI","cgc_vta","4",0.597599999999967
"fMRI","sa_n","2",0.597599999999967
"CT_sMRI","mrisdp_21","5",0.597399999999967
"fMRI","ad_fo","1",0.596999999999967
"SA_sMRI","mrisdp_440","5",0.596799999999967
"fMRI","fo_ad","1",0.596399999999967
"fMRI","fo_cgc","1",0.596399999999967
"fMRI","smm_n","5",0.596199999999967
"fMRI","n_dla","1",0.595999999999967
"fMRI","cgc_fo","1",0.595599999999967
"fMRI","n_smm","5",0.595599999999967
"CT_sMRI","mrisdp_5","3",0.595399999999967
"CT_sMRI","mrisdp_98","4",0.595399999999967
"SA_sMRI","mrisdp_363","4",0.595199999999967
"SA_sMRI","mrisdp_404","5",0.595199999999967
"SA_sMRI","mrisdp_408","6",0.595199999999967
"SA_sMRI","mrisdp_405","5",0.594999999999967
"CT_sMRI","mrisdp_127","2",0.594999999999967
"CT_sMRI","mrisdp_61","3",0.594799999999967
"CT_sMRI","mrisdp_99","5",0.594799999999967
"CT_sMRI","mrisdp_78","2",0.594599999999967
"SA_sMRI","mrisdp_393","6",0.594399999999967
"fMRI","vta_cgc","4",0.594399999999967
"fMRI","dla_n","1",0.593799999999967
"fMRI","n_sa","2",0.593799999999967
"CT_sMRI","mrisdp_77","5",0.593599999999967
"fMRI","fo_vta","3",0.593399999999967
"fMRI","vta_fo","3",0.592999999999967
"SA_sMRI","mrisdp_368","5",0.592399999999967
"fMRI","rspltp_rspltp","3",0.592199999999967
"SA_sMRI","mrisdp_346","5",0.591999999999967
"CT_sMRI","mrisdp_79","3",0.591599999999967
"CT_sMRI","mrisdp_7","2",0.591399999999968
"SA_sMRI","mrisdp_387","2",0.590799999999968
"fMRI","smm_fo","2",0.589599999999968
"SA_sMRI","mrisdp_344","3",0.588999999999968
"SA_sMRI","mrisdp_367","4",0.588799999999968
"CT_sMRI","mrisdp_54","2",0.588599999999968
"fMRI","fo_smm","2",0.587999999999968
"SA_sMRI","mrisdp_423","6",0.587799999999968
"CT_sMRI","mrisdp_26","2",0.587399999999968
"SA_sMRI","mrisdp_420","1",0.585799999999968
"SA_sMRI","mrisdp_377","3",0.585599999999968
"SA_sMRI","mrisdp_383","5",0.585199999999968
"CT_sMRI","mrisdp_74","5",0.585199999999968
"SA_sMRI","mrisdp_303","2",0.584599999999968
"SA_sMRI","mrisdp_377","2",0.584599999999968
"SA_sMRI","mrisdp_375","4",0.584399999999968
"fMRI","dla_rspltp","3",0.584199999999968
"CT_sMRI","mrisdp_41","3",0.583399999999968
"SA_sMRI","mrisdp_391","5",0.582999999999968
"CT_sMRI","mrisdp_120","2",0.581999999999969
"ela","nsc_p_ss_mean_3_items","1",0.581799999999969
"SA_sMRI","mrisdp_414","4",0.581799999999969
"SA_sMRI","mrisdp_382","5",0.581399999999969
"SA_sMRI","mrisdp_308","2",0.580799999999969
"CT_sMRI","mrisdp_82","5",0.580799999999969
"fMRI","vta_dla","6",0.580599999999969
"SA_sMRI","mrisdp_394","6",0.580199999999969
"SA_sMRI","mrisdp_317","2",0.579999999999969
"CT_sMRI","mrisdp_144","5",0.579599999999969
"SA_sMRI","mrisdp_423","4",0.579399999999969
"CT_sMRI","mrisdp_96","1",0.579399999999969
"SA_sMRI","mrisdp_392","6",0.578799999999969
"SA_sMRI","mrisdp_368","2",0.578599999999969
"SA_sMRI","mrisdp_413","6",0.578199999999969
"SA_sMRI","mrisdp_352","5",0.577999999999969
"SA_sMRI","mrisdp_352","1",0.577599999999969
"fMRI","smh_vta","2",0.577599999999969
"fMRI","vta_smh","2",0.577399999999969
"CT_sMRI","mrisdp_131","4",0.576999999999969
"fMRI","sa_cgc","2",0.576999999999969
"fMRI","smm_vta","4",0.576399999999969
"CT_sMRI","mrisdp_34","3",0.575999999999969
"SA_sMRI","mrisdp_388","4",0.575799999999969
"fMRI","vta_ca","5",0.575799999999969
"ela","nsc_p_ss_mean_3_items","5",0.575399999999969
"fMRI","ca_vta","5",0.575399999999969
"fMRI","dla_vta","6",0.575399999999969
"CT_sMRI","mrisdp_43","4",0.574999999999969
"fMRI","vta_vta","3",0.574999999999969
"CT_sMRI","mrisdp_86","5",0.574599999999969
"fMRI","vta_smm","4",0.574199999999969
"SA_sMRI","mrisdp_314","4",0.573999999999969
"SA_sMRI","mrisdp_404","4",0.573599999999969
"CT_sMRI","mrisdp_108","5",0.573599999999969
"CT_sMRI","mrisdp_35","2",0.57259999999997
"SA_sMRI","mrisdp_346","1",0.57199999999997
"SA_sMRI","mrisdp_349","4",0.57199999999997
"CT_sMRI","mrisdp_119","4",0.57199999999997
"ela","fam_history_11_yes_no","1",0.57179999999997
"SA_sMRI","mrisdp_326","3",0.57159999999997
"CT_sMRI","mrisdp_30","2",0.57099999999997
"CT_sMRI","mrisdp_90","1",0.57099999999997
"fMRI","cgc_sa","2",0.57099999999997
"SA_sMRI","mrisdp_363","5",0.57079999999997
"SA_sMRI","mrisdp_412","2",0.57079999999997
"fMRI","ca_vta","4",0.57079999999997
"SA_sMRI","mrisdp_439","4",0.57059999999997
"CT_sMRI","mrisdp_121","3",0.57059999999997
"CT_sMRI","mrisdp_73","4",0.56979999999997
"fMRI","rspltp_sa","3",0.56979999999997
"SA_sMRI","mrisdp_408","5",0.56939999999997
"SA_sMRI","mrisdp_313","6",0.56899999999997
"CT_sMRI","mrisdp_57","5",0.56699999999997
"CT_sMRI","mrisdp_24","5",0.56659999999997
"SA_sMRI","mrisdp_375","1",0.56619999999997
"SA_sMRI","mrisdp_336","3",0.56599999999997
"fMRI","rspltp_vs","3",0.56599999999997
"SA_sMRI","mrisdp_352","3",0.56559999999997
"fMRI","rspltp_dla","3",0.56559999999997
"CT_sMRI","mrisdp_57","1",0.56459999999997
"CT_sMRI","mrisdp_120","4",0.56459999999997
"SA_sMRI","mrisdp_403","4",0.564199999999971
"CT_sMRI","mrisdp_30","4",0.564199999999971
"CT_sMRI","mrisdp_120","1",0.564199999999971
"ela","neighborhood_crime_y","5",0.563599999999971
"fMRI","vs_rspltp","3",0.563399999999971
"SA_sMRI","mrisdp_441","5",0.562799999999971
"fMRI","sa_rspltp","3",0.562799999999971
"fMRI","fo_sa","2",0.562199999999971
"fMRI","vta_ca","4",0.562199999999971
"SA_sMRI","mrisdp_419","6",0.561999999999971
"SA_sMRI","mrisdp_309","3",0.561799999999971
"SA_sMRI","mrisdp_333","6",0.561399999999971
"CT_sMRI","mrisdp_85","4",0.560799999999971
"CT_sMRI","mrisdp_109","2",0.560599999999971
"ela","nsc_p_ss_mean_3_items","3",0.560399999999971
"SA_sMRI","mrisdp_429","6",0.560199999999971
"fMRI","vs_smh","6",0.559599999999971
"CT_sMRI","mrisdp_44","3",0.559399999999971
"SA_sMRI","mrisdp_330","5",0.559199999999971
"CT_sMRI","mrisdp_115","5",0.559199999999971
"fMRI","sa_fo","2",0.558799999999971
"SA_sMRI","mrisdp_315","6",0.558599999999971
"CT_sMRI","mrisdp_93","2",0.558599999999971
"fMRI","fo_fo","6",0.558399999999971
"CT_sMRI","mrisdp_101","2",0.557799999999971
"fMRI","smm_smm","6",0.557599999999971
"CT_sMRI","mrisdp_107","1",0.557199999999971
"CT_sMRI","mrisdp_143","3",0.556999999999971
"fMRI","smh_vs","6",0.556999999999971
"fMRI","smh_cgc","6",0.556399999999971
"CT_sMRI","mrisdp_101","3",0.555799999999971
"CT_sMRI","mrisdp_143","2",0.555799999999971
"CT_sMRI","mrisdp_107","3",0.555599999999971
"SA_sMRI","mrisdp_327","4",0.555399999999971
"SA_sMRI","mrisdp_378","4",0.555199999999971
"SA_sMRI","mrisdp_393","5",0.554999999999972
"CT_sMRI","mrisdp_15","3",0.554799999999972
"CT_sMRI","mrisdp_47","3",0.554799999999972
"SA_sMRI","mrisdp_442","5",0.554599999999972
"fMRI","fo_n","1",0.554199999999972
"ela","nsc_p_ss_mean_3_items","6",0.553999999999972
"SA_sMRI","mrisdp_322","4",0.553599999999972
"fMRI","cgc_smh","6",0.553399999999972
"fMRI","ad_sa","6",0.551199999999972
"CT_sMRI","mrisdp_7","3",0.549799999999972
"fMRI","n_fo","1",0.549799999999972
"fMRI","smh_n","2",0.549399999999972
"SA_sMRI","mrisdp_424","5",0.548999999999972
"CT_sMRI","mrisdp_69","3",0.548999999999972
"CT_sMRI","mrisdp_118","2",0.548999999999972
"CT_sMRI","mrisdp_30","5",0.548799999999972
"SA_sMRI","mrisdp_440","4",0.548599999999972
"CT_sMRI","mrisdp_35","3",0.548199999999972
"CT_sMRI","mrisdp_89","3",0.548199999999972
"CT_sMRI","mrisdp_134","5",0.547399999999972
"fMRI","n_vta","5",0.547399999999972
"SA_sMRI","mrisdp_321","3",0.547199999999972
"SA_sMRI","mrisdp_433","3",0.547199999999972
"fMRI","ca_dt","2",0.547199999999972
"SA_sMRI","mrisdp_309","2",0.546799999999972
"SA_sMRI","mrisdp_420","5",0.546799999999972
"fMRI","sa_ad","6",0.546799999999972
"fMRI","vta_n","5",0.546799999999972
"fMRI","n_rspltp","6",0.545999999999973
"CT_sMRI","mrisdp_84","1",0.545799999999973
"SA_sMRI","mrisdp_435","2",0.545599999999973
"CT_sMRI","mrisdp_120","5",0.545599999999973
"CT_sMRI","mrisdp_56","3",0.545399999999973
"fMRI","rspltp_n","6",0.544999999999973
"SA_sMRI","mrisdp_341","5",0.544599999999973
"SA_sMRI","mrisdp_443","4",0.544399999999973
"SA_sMRI","mrisdp_320","4",0.543799999999973
"CT_sMRI","mrisdp_69","2",0.543399999999973
"fMRI","ad_smh","6",0.543199999999973
"fMRI","ad_ad","6",0.542799999999973
"fMRI","rspltp_ca","5",0.542799999999973
"SA_sMRI","mrisdp_362","2",0.542199999999973
"CT_sMRI","mrisdp_43","3",0.542199999999973
"SA_sMRI","mrisdp_355","2",0.541999999999973
"SA_sMRI","mrisdp_445","1",0.541799999999973
"CT_sMRI","mrisdp_24","3",0.541799999999973
"CT_sMRI","mrisdp_89","4",0.541799999999973
"fMRI","dla_rspltp","5",0.541599999999973
"fMRI","dt_ca","2",0.540999999999973
"fMRI","smh_ad","6",0.540599999999973
"SA_sMRI","mrisdp_389","5",0.540399999999973
"fMRI","cgc_rspltp","2",0.539799999999973
"SA_sMRI","mrisdp_401","5",0.539599999999973
"SA_sMRI","mrisdp_346","6",0.538999999999973
"ela","parent_monitor_q5_y","6",0.538799999999973
"SA_sMRI","mrisdp_350","2",0.538799999999973
"SA_sMRI","mrisdp_389","2",0.538799999999973
"fMRI","sa_smm","6",0.538199999999973
"CT_sMRI","mrisdp_21","3",0.537999999999973
"CT_sMRI","mrisdp_119","3",0.537599999999973
"fMRI","rspltp_cgc","2",0.537599999999973
"fMRI","ca_rspltp","5",0.537399999999973
"SA_sMRI","mrisdp_367","5",0.537199999999973
"CT_sMRI","mrisdp_106","2",0.536999999999973
"fMRI","n_smh","2",0.536999999999973
"CT_sMRI","mrisdp_78","4",0.536799999999974
"fMRI","cgc_dt","1",0.536799999999974
"SA_sMRI","mrisdp_348","3",0.536599999999974
"CT_sMRI","mrisdp_47","5",0.536599999999974
"CT_sMRI","mrisdp_93","5",0.536199999999974
"fMRI","smm_sa","6",0.536199999999974
"CT_sMRI","mrisdp_112","3",0.535799999999974
"SA_sMRI","mrisdp_323","2",0.535599999999974
"SA_sMRI","mrisdp_392","2",0.535399999999974
"SA_sMRI","mrisdp_332","6",0.534999999999974
"fMRI","cgc_dt","4",0.534999999999974
"SA_sMRI","mrisdp_307","5",0.534799999999974
"SA_sMRI","mrisdp_420","6",0.534799999999974
"SA_sMRI","mrisdp_449","4",0.534799999999974
"fMRI","dt_cgc","1",0.534799999999974
"ela","asr_q73_p","1",0.534599999999974
"SA_sMRI","mrisdp_307","6",0.534599999999974
"fMRI","dt_cgc","4",0.534399999999974
"fMRI","dt_cgc","2",0.533799999999974
"SA_sMRI","mrisdp_304","4",0.533599999999974
"SA_sMRI","mrisdp_383","2",0.533599999999974
"CT_sMRI","mrisdp_117","2",0.533599999999974
"fMRI","cgc_dt","2",0.533599999999974
"fMRI","smm_cgc","5",0.533599999999974
"SA_sMRI","mrisdp_315","2",0.532999999999974
"SA_sMRI","mrisdp_331","3",0.532999999999974
"CT_sMRI","mrisdp_19","3",0.532799999999974
"CT_sMRI","mrisdp_90","3",0.532599999999974
"fMRI","fo_ca","5",0.532599999999974
"SA_sMRI","mrisdp_440","3",0.532399999999974
"CT_sMRI","mrisdp_13","3",0.532199999999974
"fMRI","n_vta","2",0.532199999999974
"CT_sMRI","mrisdp_118","3",0.531999999999974
"fMRI","vta_vta","5",0.531599999999974
"CT_sMRI","mrisdp_38","3",0.530999999999974
"CT_sMRI","mrisdp_40","5",0.529999999999974
"CT_sMRI","mrisdp_58","5",0.529999999999974
"fMRI","smm_fo","1",0.529999999999974
"CT_sMRI","mrisdp_4","2",0.529799999999974
"fMRI","ca_smh","2",0.529799999999974
"fMRI","smh_ca","2",0.529599999999974
"fMRI","ca_fo","5",0.529399999999974
"fMRI","fo_smm","1",0.529199999999974
"CT_sMRI","mrisdp_125","5",0.528999999999974
"CT_sMRI","mrisdp_122","5",0.528399999999974
"SA_sMRI","mrisdp_435","5",0.528199999999974
"SA_sMRI","mrisdp_308","3",0.527599999999975
"CT_sMRI","mrisdp_68","3",0.527599999999975
"CT_sMRI","mrisdp_94","4",0.527599999999975
"fMRI","vta_vs","6",0.527399999999975
"fMRI","vta_n","2",0.527199999999975
"CT_sMRI","mrisdp_46","5",0.526999999999975
"CT_sMRI","mrisdp_80","3",0.526999999999975
"CT_sMRI","mrisdp_146","4",0.526599999999975
"SA_sMRI","mrisdp_422","3",0.526399999999975
"fMRI","rspltp_dla","5",0.526399999999975
"fMRI","fo_sa","6",0.526199999999975
"SA_sMRI","mrisdp_307","1",0.525999999999975
"CT_sMRI","mrisdp_25","3",0.525799999999975
"CT_sMRI","mrisdp_136","3",0.525799999999975
"ela","parent_monitor_q4_y","2",0.525599999999975
"SA_sMRI","mrisdp_442","2",0.525599999999975
"fMRI","smh_ad","2",0.525599999999975
"fMRI","ad_smh","2",0.525399999999975
"fMRI","cgc_smm","5",0.525399999999975
"CT_sMRI","mrisdp_74","4",0.525199999999975
"SA_sMRI","mrisdp_436","6",0.524999999999975
"SA_sMRI","mrisdp_311","5",0.524799999999975
"SA_sMRI","mrisdp_406","6",0.524399999999975
"CT_sMRI","mrisdp_65","5",0.524199999999975
"fMRI","sa_fo","6",0.523799999999975
"SA_sMRI","mrisdp_303","4",0.523599999999975
"fMRI","ca_cgc","2",0.523599999999975
"SA_sMRI","mrisdp_311","6",0.523199999999975
"SA_sMRI","mrisdp_412","5",0.523199999999975
"fMRI","cgc_ca","2",0.522999999999975
"CT_sMRI","mrisdp_14","3",0.522799999999975
"SA_sMRI","mrisdp_322","3",0.522599999999975
"CT_sMRI","mrisdp_123","5",0.522399999999975
"CT_sMRI","mrisdp_131","3",0.522399999999975
"CT_sMRI","mrisdp_96","2",0.521599999999975
"CT_sMRI","mrisdp_97","5",0.521399999999975
"CT_sMRI","mrisdp_7","5",0.520999999999975
"SA_sMRI","mrisdp_306","3",0.520799999999975
"CT_sMRI","mrisdp_95","1",0.520799999999975
"fMRI","rspltp_ad","6",0.520799999999975
"SA_sMRI","mrisdp_438","6",0.519799999999975
"fMRI","rspltp_fo","2",0.519599999999975
"ela","parent_monitor_q5_y","1",0.518999999999975
"fMRI","vs_vta","6",0.518999999999975
"CT_sMRI","mrisdp_20","5",0.518599999999976
"CT_sMRI","mrisdp_40","2",0.518599999999976
"CT_sMRI","mrisdp_88","3",0.518399999999976
"fMRI","fo_rspltp","2",0.518399999999976
"fMRI","ca_rspltp","6",0.518199999999976
"CT_sMRI","mrisdp_47","2",0.517999999999976
"CT_sMRI","mrisdp_61","5",0.517999999999976
"fMRI","ca_dla","4",0.517999999999976
"SA_sMRI","mrisdp_397","4",0.517199999999976
"SA_sMRI","mrisdp_317","5",0.516799999999976
"SA_sMRI","mrisdp_378","5",0.516799999999976
"SA_sMRI","mrisdp_339","2",0.516399999999976
"CT_sMRI","mrisdp_26","3",0.516199999999976
"SA_sMRI","mrisdp_437","5",0.515799999999976
"SA_sMRI","mrisdp_339","5",0.515599999999976
"fMRI","ad_rspltp","6",0.515199999999976
"SA_sMRI","mrisdp_407","4",0.514999999999976
"SA_sMRI","mrisdp_410","4",0.514999999999976
"SA_sMRI","mrisdp_426","5",0.514999999999976
"CT_sMRI","mrisdp_43","5",0.514999999999976
"CT_sMRI","mrisdp_75","5",0.514799999999976
"fMRI","rspltp_fo","3",0.514599999999976
"SA_sMRI","mrisdp_450","6",0.514399999999976
"SA_sMRI","mrisdp_347","5",0.513999999999976
"CT_sMRI","mrisdp_87","3",0.513999999999976
"CT_sMRI","mrisdp_9","1",0.513799999999976
"CT_sMRI","mrisdp_49","3",0.513799999999976
"fMRI","n_smm","2",0.513799999999976
"fMRI","rspltp_ca","6",0.513599999999976
"SA_sMRI","mrisdp_309","6",0.513399999999976
"CT_sMRI","mrisdp_28","5",0.513399999999976
"SA_sMRI","mrisdp_382","2",0.512399999999976
"fMRI","smm_rspltp","2",0.512399999999976
"fMRI","ca_rspltp","3",0.512199999999976
"SA_sMRI","mrisdp_312","4",0.511799999999976
"fMRI","smm_n","2",0.511799999999976
"SA_sMRI","mrisdp_438","5",0.511599999999976
"fMRI","vta_cgc","5",0.511399999999976
"SA_sMRI","mrisdp_306","4",0.510999999999976
"SA_sMRI","mrisdp_447","1",0.510999999999976
"SA_sMRI","mrisdp_363","3",0.510599999999976
"fMRI","fo_rspltp","3",0.510599999999976
"fMRI","rspltp_ca","3",0.510599999999976
"fMRI","rspltp_smm","2",0.510399999999976
"SA_sMRI","mrisdp_321","4",0.510199999999976
"fMRI","dla_ca","4",0.510199999999976
"CT_sMRI","mrisdp_136","4",0.509799999999976
"CT_sMRI","mrisdp_31","3",0.509399999999977
"fMRI","smh_smh","2",0.509399999999977
"ela","asr_q73_p","6",0.508999999999977
"fMRI","vta_ca","2",0.508999999999977
"SA_sMRI","mrisdp_305","6",0.508799999999977
"SA_sMRI","mrisdp_360","6",0.508799999999977
"SA_sMRI","mrisdp_343","4",0.508199999999977
"CT_sMRI","mrisdp_93","3",0.508199999999977
"SA_sMRI","mrisdp_304","5",0.507999999999977
"CT_sMRI","mrisdp_75","3",0.507799999999977
"ela","fam_history_11_yes_no","6",0.507599999999977
"CT_sMRI","mrisdp_68","5",0.506999999999977
"CT_sMRI","mrisdp_142","3",0.506799999999977
"fMRI","ca_vta","2",0.506199999999977
"fMRI","rspltp_vta","3",0.505999999999977
"SA_sMRI","mrisdp_342","2",0.505199999999977
"SA_sMRI","mrisdp_347","1",0.505199999999977
"CT_sMRI","mrisdp_138","3",0.504999999999977
"fMRI","cgc_vta","5",0.504999999999977
"SA_sMRI","mrisdp_433","6",0.504799999999977
"SA_sMRI","mrisdp_433","4",0.504599999999977
"SA_sMRI","mrisdp_303","3",0.504399999999977
"fMRI","ca_ca","1",0.504399999999977
"CT_sMRI","mrisdp_128","1",0.503599999999977
"CT_sMRI","mrisdp_9","2",0.503399999999977
"fMRI","vs_sa","6",0.503399999999977
"fMRI","vta_rspltp","3",0.503199999999977
"SA_sMRI","mrisdp_418","5",0.502799999999977
"CT_sMRI","mrisdp_128","5",0.502599999999977
"CT_sMRI","mrisdp_41","5",0.502399999999977
"CT_sMRI","mrisdp_44","4",0.502399999999977
"SA_sMRI","mrisdp_411","2",0.502199999999977
"CT_sMRI","mrisdp_94","3",0.501999999999977
"SA_sMRI","mrisdp_356","6",0.501799999999977
"SA_sMRI","mrisdp_345","6",0.501599999999977
"CT_sMRI","mrisdp_73","3",0.501599999999977
"fMRI","n_ca","2",0.501199999999977
"CT_sMRI","mrisdp_1","2",0.500999999999977
"fMRI","sa_vs","6",0.500999999999977
